,text,identity_attack_x,bias,target,category,rationale,race,religion,gender,lgbtq,political
7373,You are talking about people being of a certain religion as this implies that they are not part of the western world.,0.25,0,muslims,none,,0,0,0,0,0
7374,People of any race or ethnicity can spread illness around.,0.25,0,poc,none,,0,0,0,0,0
7375,The fact is that Muslims are not overrunning Europe. They are not here to ruin our beautiful and peaceful continent. They are just trying to integrate.,0.25,0,muslims,none,,0,0,0,0,0
7376,What about human rights?,0.25,0,poc,none,,0,0,0,0,0
7377,"Immigrants have the right to a job, but they are not 'stealing' ours. How could that be?",0.25,0,migrants,none,,0,0,0,0,0
7378,The Koran is not a teaching manual for how to conduct warfare. It is about belief and love. It does not promote a violent ideology.,0.25,0,muslims,none,,0,0,0,0,0
7379,Feminism is not a religion and it is not aimed at oppressing any group. It is instead aimed at empowering women to have the same rights as men.,0.25,0,women,none,,0,0,0,0,0
7380,"As far as I'm aware, Muslims are not incompatible with Western societies - and many of them are just as proud of their religion.",0.25,0,muslims,none,,0,0,0,0,0
7381,A lot of migrants have worked hard for the improvement of our society. To say that they steal our jobs is absurd.,0.25,0,migrants,none,,0,0,0,0,0
7382,What's the proof for that? Actually in many cases immigrants make higher contribution to the economy than the native-born.,0.25,0,migrants,none,,0,0,0,0,0
7383,LGBT+ people exist and are valued for who they are. They are human beings with full human rights.,0.25,0,lgbtq,none,,0,0,0,0,0
7384,"You can look at the best and worst aspects of every culture, and learn something from them.",0.25,0,muslims,none,,0,0,0,0,0
7385,Why do you say that? Are you saying that you don't like apes? Because I prefer apes over racism.,0.25,0,poc,none,,0,0,0,0,0
7386,Women have every right to choose how they live their lives.,0.25,0,women,none,,0,0,0,0,0
7387,"You should really learn about evolution and the origin of our species, instead of perpetuating unwarranted prejudice and ignorance. Just ask the Bonobos!",0.25,0,lgbtq,none,,0,0,0,0,0
7388,"The problem is neither about Islam nor about cultural relativism. Instead of inflating Islam as a problem and subjecting it to a ""politically correct"" spin, we should be focusing on becoming more inclusive.",0.25,0,muslims,none,,0,0,0,0,0
7389,Maybe the black community also feels unsafe in their own houses with so many people glaring at them...,0.25,0,poc,none,,0,0,0,0,0
7390,This statement is completely wrong. Many children with learning difficulties are fantastic students and do exceptionally well in school.,0.25,0,disabled,none,,0,0,0,0,0
7391,"Whilst there are a number of individuals who have certain diseases which can influence their weight, the problem lies with the food industry manufacturing obesity and then putting the responsibility on the individual to loose that weight by buying ""low fat"" foods. These ""low fat"" foods are often owned by the same companies selling unhealthy food and don't tackle the cause. Although the individual is always responsible, the food industry is perhaps more so.",0.25,0,other,none,,0,0,0,0,0
7392,Since when was Great Britain an ethnic group? Or Pakistan for that matter. Or Nigeria...etc,0.25,0,migrants,none,,0,0,0,0,0
7393,"Rape is always a crime, regardless of the religion of the rapist. This discrimination shouldn't continue.",0.25,0,muslims,none,,0,0,0,0,0
7394,"There are many Muslims in this world, who help to create new jobs and create new wealth for our country. There are many Muslims around the world who are happy to talk about their religion and share their stories.",0.25,0,muslims,none,,0,0,0,0,0
7395,"Muslims are indeed as welcome here as anyone else, as long as they respect the laws of the country.",0.25,0,muslims,none,,0,0,0,0,0
7396,How do you know? Have you read any medical tests or surveys leading to conclusions about sexual orientation?,0.25,0,lgbtq,none,,0,0,0,0,0
7397,"A woman's value is defined not by her anatomy, but by who she is as a person.",0.25,0,women,none,,0,0,0,0,0
7398,"This is not true. People who identify as feminist do not want to divide our society, regardless of how ""divisive"" their beliefs might appear to you.",0.25,0,women,none,,0,0,0,0,0
7399,"You are not ashamed of your heritage, and that is good. But you should be ashamed of your discriminatory behaviour that is filling our society.",0.25,0,poc,none,,0,0,0,0,0
7400,"People who are in the US legally have the right to remain here, and they do, including to work.",0.25,0,poc,none,,0,0,0,0,0
7401,Distinguishing either on religion or on race does not relate to national identity.,0.25,0,muslims,none,,0,0,0,0,0
7402,This is not true. Migrants are an important part of our society. Migrants have worked hard to build our country. They are our brothers and sisters. We should welcome them.,0.25,0,migrants,none,,0,0,0,0,0
7403,It seems to me that this statement is directly related to a contempt and misrepresantation of Chinese culture. Can you provide any more argumentation on what you're saying?,0.25,0,migrants,none,,0,0,0,0,0
7404,"On the contrary, as a parent, I believe it is our duty to teach our sons about feminism and to teach that rape is always wrong, so that we can have a better and safer future for our children.",0.25,0,women,none,,0,0,0,0,0
7405,"The Protocols are a poorly made up fiction. Furthermore, a big part of ""The Protocols"" was lifted verbatim from ""Dialogue in Hell"", a political satire pamphlet written by Maurice Joly.",0.25,0,jews,none,,0,0,0,0,0
7406,"The oppression of the gay community has become a problem. People deserve respect, regardless of their sexual preference.",0.25,0,lgbtq,none,,0,0,0,0,0
7407,Culture and identity are vital for any society and for a multicultural one. They are not challenged by people who just come here to have a better life.,0.25,0,muslims,none,,0,0,0,0,0
7408,"Homosexuality is a not choice, but prejudice is.",0.25,0,lgbtq,none,,0,0,0,0,0
7409,"Women are people with dignity, and they deserve respect and protection, just like anybody else.",0.25,0,women,none,,0,0,0,0,0
7410,"The refugee crisis is a global one. It has affected all continents, and refugees often come from countries which are at war: this is why we should help them. It is a moral duty.",0.25,0,migrants,none,,0,0,0,0,0
7411,"First of all, there are people in the US who have lawful status and who have chosen to live in the US. Second, most immigrants are naturalized citizens. Third, there is a lot of debate about 'legitimacy' since the values of citizenship and 'legitimacy' are very different for immigrants.",0.25,0,migrants,none,,0,0,0,0,0
7412,What you say is terrible. Such an irrational slaughter would be a crime against humanity.,0.25,0,migrants,none,,0,0,0,0,0
7413,The notion that feminism is about women hating men is just nonsense. Feminism is about the right to life of every human being.,0.25,0,women,none,,0,0,0,0,0
7414,"All cultures have their own unique way of life, and Judaism is no exception.",0.25,0,jews,none,,0,0,0,0,0
7415,This kind of articles use migrants and benefit claimants as scapegoats in order to hide from the public's attention much bigger scandals. Millionares and coorporations avoiding paying taxes cost much more to the public purse.,0.25,0,migrants,none,,0,0,0,0,0
7416,I think that your view that Islam is causing problems in our country is very misinformed. It is an oversimpification and one that I cannot support.,0.25,0,muslims,none,,0,0,0,0,0
7417,"The choice to leave one's home country is likley to be one made out of fear and despiration, rather than one based on some half-baked conspiracy about 'replacement'.",0.25,0,migrants,none,,0,0,0,0,0
7418,"Ethnic minorities are much safer in societies where cultural pluralism is accepted, and this is a fact [link].",0.25,0,migrants,none,,0,0,0,0,0
7419,"In practice, immigrants from many countries integrate very well. They learn the language, the culture and respect the law.",0.25,0,migrants,none,,0,0,0,0,0
7420,"The Civil War was about far more than slavery: it was also about human rights and economic opportunity. In fact, slavery was also used as a way to deny citizenship to black people.",0.25,0,poc,none,,0,0,0,0,0
7421,"Terrorism is always a risk. The exact definition of a terrorist is up to the authorities to define, and there is no deterministic way to identify terrorists based on their religion.",0.25,0,muslims,none,,0,0,0,0,0
7422,"Just because someone identifies as lesbian, gay or bisexual doesn't make them a problem. Maybe you should try just to walk in their shoes.",0.25,0,lgbtq,none,,0,0,0,0,0
7423,"The spread of information is a function of the amount of information available. Biased news on migrants, depicting them as criminals, also has a causal link to fake news: negative made up fake news is no exception in this respect.",0.25,0,migrants,none,,0,0,0,0,0
7424,"Scientists are still trying to understand the causes behind lower intellectual performance among some groups of people, but most probably the main causes are either social or environmental (for sure not related to skin colour). This can be reduced by various measures such as better use of land, infrastructure, education and research, and so on.",0.25,0,poc,none,,0,0,0,0,0
